,Index,Coding Question #,Question Identifier,Question Type,Question Label,Question Text,Question Response,Answer Value
458,196,coding7_q196,v54.2_2020,multiselect,Do Not Track,Does PP adopt a Do Not Track policy:,[ 0 ] - no,0
459,196,coding7_q196,v54.2_2020,multiselect,Do Not Track,Does PP adopt a Do Not Track policy:,[ 1 ] - yes,1
460,197,coding7_q197,v55_2020,multiselect,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints? [select all that apply],[ 0 ] - no,0
461,197,coding7_q197,v55_2020,multiselect,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints? [select all that apply],"[ 1 ] - yes, for all users",1
462,197,coding7_q197,v55_2020,multiselect,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints? [select all that apply],"[ 2 ] - yes, and mentions it in accordance with CCPA [or listed under a CCPA section in PP]",2
463,197,coding7_q197,v55_2020,multiselect,Enforcement,PP provides means by which user can contact site with privacy concerns and/or complaints? [select all that apply],"[ 3 ] - yes, and mentions it in accordance with GDPR [or listed under a GDPR section in PP]",3
464,198,coding7_q198,v56_2020,multiselect,Enforcement  - Dispute Resolution,"PP has forum selection clause? If so, which forum? (Look in TOU as well)",[ 0 ] - no,0
465,198,coding7_q198,v56_2020,multiselect,Enforcement  - Dispute Resolution,"PP has forum selection clause? If so, which forum? (Look in TOU as well)",[ 1 ] - yes,1
466,199,coding7_q199,v57_2020,multiselect,Enforcement  - Dispute Resolution,"PP has choice of law clause?  If so, which law? (Look in TOU as well)",[ 0 ] - no,0
467,199,coding7_q199,v57_2020,multiselect,Enforcement  - Dispute Resolution,"PP has choice of law clause?  If so, which law? (Look in TOU as well)",[ 1 ] - yes,1
468,200,coding7_q200,v58_2020,multiselect,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 0 ] - no,0
469,200,coding7_q200,v58_2020,multiselect,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 1 ] - yes,1
470,200,coding7_q200,v58_2020,multiselect,Enforcement  - Dispute Resolution,PP has arbitration clause?  (Look in TOU as well),[ 2 ] - consumer may choose arbitration,2
471,201,coding7_q201,v59_2020,multiselect,Enforcement  - Dispute Resolution,PP has class action waiver?  (Look in TOU as well),[ 0 ] - no,0
472,201,coding7_q201,v59_2020,multiselect,Enforcement  - Dispute Resolution,PP has class action waiver?  (Look in TOU as well),[ 1 ] - yes,1
473,202,coding7_q202,v60_2020,multiselect,Enforcement  - Liability,PP disclaims liability for failure of security measures?,[ 0 ] - no,0
474,202,coding7_q202,v60_2020,multiselect,Enforcement  - Liability,PP disclaims liability for failure of security measures?,[ 1 ] - yes,1
475,203,coding7_q203,v61_2020,multiselect,Enforcement  - Oversight,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?[this just asks if the PP mentions the FTC's consumer complaint form at all or provides links to it],[ 0 ] - no,0
476,203,coding7_q203,v61_2020,multiselect,Enforcement  - Oversight,PP provides link to FTC's Consumer Complaint Form and/or the FTC telephone number?[this just asks if the PP mentions the FTC's consumer complaint form at all or provides links to it],[ 1 ] - yes,1
477,204,coding7_q204,v62_2020,multiselect,Enforcement  - Oversight,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)? [Privacy Seals are independent, third-party enforcement programs  to monitor company practices and enforce privacy policies. They are designed to provide protection to consumers by allowing Web companies to standardize privacy policies. Privacy seal programs include, among others, TRUSTe, BBBOnline, and CPA Webtrust. These are different from regulatory compliance seals, such as those that the company complies with COPPA, the Children Online Privacy Protection Act). ",[ 0 ] - .,0
478,204,coding7_q204,v62_2020,multiselect,Enforcement  - Oversight,"What privacy seal/certification/industry oversight organization does PP claim [other than mandatory international law (Swiss Privacy Law, etc)? [Privacy Seals are independent, third-party enforcement programs  to monitor company practices and enforce privacy policies. They are designed to provide protection to consumers by allowing Web companies to standardize privacy policies. Privacy seal programs include, among others, TRUSTe, BBBOnline, and CPA Webtrust. These are different from regulatory compliance seals, such as those that the company complies with COPPA, the Children Online Privacy Protection Act). ",[ 1 ] - Name of certification or seal,1
479,205,coding7_q205,v63_2020,multiselect,Privacy By Design - Oversight,PP requires periodic compliance review of structural and technological data security measures?,[ 0 ] - no,0
480,205,coding7_q205,v63_2020,multiselect,Privacy By Design - Oversight,PP requires periodic compliance review of structural and technological data security measures?,[ 1 ] - yes,1
481,206,coding7_q206,v64_2020,multiselect,Privacy By Design - Oversight,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",[ 0 ] - no,0
482,206,coding7_q206,v64_2020,multiselect,Privacy By Design - Oversight,"PP contains self-reporting measures in case of privacy violation (to a privacy seal organization, 3rd party consultant)?",[ 1 ] - yes,1
483,207,coding7_q207,PP_in_TOU,multiselect,Contract - Contract,Is the PP  incorporated by reference in the TOU?,[ 1 ] - yes,1
484,207,coding7_q207,PP_in_TOU,multiselect,Contract - Contract,Is the PP  incorporated by reference in the TOU?,[ 0 ] - no,0
485,208,coding7_q208,v72.1_2020,multiselect,CCPA- Notice,Is the CCPA section in a separate link (as opposed to in the same privacy policy?),"[ 0 ] no, it's part of the same privacy policy",0
486,208,coding7_q208,v72.1_2020,multiselect,CCPA- Notice,Is the CCPA section in a separate link (as opposed to in the same privacy policy?),"[ 1 ] yes, it's on a separate link or separate document",1
487,208,coding7_q208,v72.1_2020,multiselect,CCPA- Notice,Is the CCPA section in a separate link (as opposed to in the same privacy policy?),[ . ] N/A -there is no CCPA section or CCPA reference in the contract,.
488,209,coding7_q209,v72.2_2020,multiselect,CCPA- Notice,"Does PP states firms' CCPA policy only applies to California residents? (for example,  Tinder's  states that ""This California section supplements the Privacy Policy and applies solely to California consumers (excluding our personnel). The Table below describes how we process California consumers’ personal information (excluding our personnel), based on definitions laid out in the California Consumer Privacy Act (""CCPA"")."" ","[ 0 ] no, it's part of the same privacy policy",0
489,209,coding7_q209,v72.2_2020,multiselect,CCPA- Notice,"Does PP states firms' CCPA policy only applies to California residents? (for example,  Tinder's  states that ""This California section supplements the Privacy Policy and applies solely to California consumers (excluding our personnel). The Table below describes how we process California consumers’ personal information (excluding our personnel), based on definitions laid out in the California Consumer Privacy Act (""CCPA"")."" ","[ 1 ] yes, it's on a separate link or separate document",1
490,209,coding7_q209,v72.2_2020,multiselect,CCPA- Notice,"Does PP states firms' CCPA policy only applies to California residents? (for example,  Tinder's  states that ""This California section supplements the Privacy Policy and applies solely to California consumers (excluding our personnel). The Table below describes how we process California consumers’ personal information (excluding our personnel), based on definitions laid out in the California Consumer Privacy Act (""CCPA"")."" ",[ . ] N/A -there is no CCPA section or CCPA reference in the contract,.
491,210,coding7_q210,v73_2020,multiselect,CCPA - Notice,Directs CA Residents to that section when describing general (non-california exclusive) data practices?,[ 0 ] - no,0
492,210,coding7_q210,v73_2020,multiselect,CCPA - Notice,Directs CA Residents to that section when describing general (non-california exclusive) data practices?,[ 1 ] - yes,1
493,210,coding7_q210,v73_2020,multiselect,CCPA - Notice,Directs CA Residents to that section when describing general (non-california exclusive) data practices?,[ . ] N/A -there is no CCPA section or CCPA reference in the contract,.
494,211,coding7_q211,v74_2020,multiselect,CCPA - Notice,Personal Information Request: Offers CA residents an opportunity to request all information shared with third parties in the last year?,[ 0 ] - no or does not disclose,0
495,211,coding7_q211,v74_2020,multiselect,CCPA - Notice,Personal Information Request: Offers CA residents an opportunity to request all information shared with third parties in the last year?,[ 1 ] - yes,1
496,211,coding7_q211,v74_2020,multiselect,CCPA - Notice,Personal Information Request: Offers CA residents an opportunity to request all information shared with third parties in the last year?,[ . ] -N/A,.
497,212,coding7_q212,v75_2020,multiselect,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,"[ 0 ] - contact info in different section,",0
498,212,coding7_q212,v75_2020,multiselect,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,"[ 1 ] - contact info in same section,",1
499,212,coding7_q212,v75_2020,multiselect,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,[ 2 ] - direct link included in same section),2
500,212,coding7_q212,v75_2020,multiselect,CCPA - Notice,Offers California residents a direct link via which to contact site and request information?,[ . ] - N/A,.
501,213,coding7_q213,v76_2020,multiselect,CCPA - Notice,Data requests are explicitly free of charge?,[ 0 ] - no,0
502,213,coding7_q213,v76_2020,multiselect,CCPA - Notice,Data requests are explicitly free of charge?,[ 1 ] - yes,1
503,213,coding7_q213,v76_2020,multiselect,CCPA - Notice,Data requests are explicitly free of charge?,[ . ] - N/A,.
504,214,coding7_q214,v77_2020,multiselect,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,[ 0 ] - no,0
505,214,coding7_q214,v77_2020,multiselect,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,[ 1 ] - yes,1
506,214,coding7_q214,v77_2020,multiselect,CCPA - Data Sharing,Does the PP list the categories of personal information sold in the past 12 months?,[ . ] - N/A,.
507,215,coding7_q215,v78_2020,multiselect,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",[ 0 ] - no,0
508,215,coding7_q215,v78_2020,multiselect,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)","[ 1 ] - two methods identified,",1
509,215,coding7_q215,v78_2020,multiselect,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",[ 2 ] - one method identified,2
510,215,coding7_q215,v78_2020,multiselect,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)","[ 3 ] - two methods identified, but different from web page and toll-free number [state which those are in comments, and please highlight in PP]",3
511,215,coding7_q215,v78_2020,multiselect,CCPA - Data Choices,"PP identifies at least two methods for submitting a personal information or erasure request, in accordance with CCPA?(These  must include, at a minimum, a web page and a toll-free telephone number)",[ . ] - N/A,.
512,217,coding7_q217,v79_2020(1),breakout-option,['[ 1 ] a list of the categories of personal information collected by the business in the past 12 months'],['[ 1 ] a list of the categories of personal information collected by the business in the past 12 months'],SELECT THIS FIELD,1
513,217,coding7_q217,v79_2020(1),breakout-option,['[ 1 ] a list of the categories of personal information collected by the business in the past 12 months'],['[ 1 ] a list of the categories of personal information collected by the business in the past 12 months'],(unselect),0
514,218,coding7_q218,v79_2020(2),breakout-option,"['[ 2 ] a list of categories of information the Business has (i) sold or within the preceding 12 months or, if the Business has not']","['[ 2 ] a list of categories of information the Business has (i) sold or within the preceding 12 months or, if the Business has not']",SELECT THIS FIELD,1
515,218,coding7_q218,v79_2020(2),breakout-option,"['[ 2 ] a list of categories of information the Business has (i) sold or within the preceding 12 months or, if the Business has not']","['[ 2 ] a list of categories of information the Business has (i) sold or within the preceding 12 months or, if the Business has not']",(unselect),0
516,219,coding7_q219,v79_2020(3),breakout-option,"['[ 3 ] a list of categories (by reference to the CCPA enumerated category) of information the Business has disclosed for a business purpose,  within the preceding 12 months or, if the Business has not done so, disclosing that fact.']","['[ 3 ] a list of categories (by reference to the CCPA enumerated category) of information the Business has disclosed for a business purpose,  within the preceding 12 months or, if the Business has not done so, disclosing that fact.']",SELECT THIS FIELD,1
517,219,coding7_q219,v79_2020(3),breakout-option,"['[ 3 ] a list of categories (by reference to the CCPA enumerated category) of information the Business has disclosed for a business purpose,  within the preceding 12 months or, if the Business has not done so, disclosing that fact.']","['[ 3 ] a list of categories (by reference to the CCPA enumerated category) of information the Business has disclosed for a business purpose,  within the preceding 12 months or, if the Business has not done so, disclosing that fact.']",(unselect),0
518,220,coding7_q220,v79_2020(4),breakout-option,['[ 4 ] A description of a Consumer’s rights to: * request disclosure of information collected; * request disclosure of information sold; * nondiscrimination relating to Consumers who exercise CCPA rights; '],['[ 4 ] A description of a Consumer’s rights to: * request disclosure of information collected; * request disclosure of information sold; * nondiscrimination relating to Consumers who exercise CCPA rights; '],SELECT THIS FIELD,1
519,220,coding7_q220,v79_2020(4),breakout-option,['[ 4 ] A description of a Consumer’s rights to: * request disclosure of information collected; * request disclosure of information sold; * nondiscrimination relating to Consumers who exercise CCPA rights; '],['[ 4 ] A description of a Consumer’s rights to: * request disclosure of information collected; * request disclosure of information sold; * nondiscrimination relating to Consumers who exercise CCPA rights; '],(unselect),0
520,221,coding7_q221,v79_2020(.),breakout-option,['[ . ] - N/A'],['[ . ] - N/A'],SELECT THIS FIELD,1
521,221,coding7_q221,v79_2020(.),breakout-option,['[ . ] - N/A'],['[ . ] - N/A'],(unselect),0
522,222,coding7_q222,v72_2020,multiselect,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , the categories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]",[ 0 ] - No,0
523,222,coding7_q222,v72_2020,multiselect,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , the categories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]","[ 1 ] - yes, fully compliant",1
524,222,coding7_q222,v72_2020,multiselect,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , the categories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]",[ 2 ] - partial compliance,2
525,222,coding7_q222,v72_2020,multiselect,CCPA - Notice,"Has California Privacy Rights Section that explains all rights afforded under the CCPA? (The right to request disclosure of  business’ data collection and sales practices , the categories of personal information collected, the source of the information,  use of the information and, if the information was disclosed or sold to third parties, the categories of personal information disclosed or sold to third parties and the categories of third parties to whom such information was disclosed or sold; The right to request a copy of the specific personal information collected about them during the 12 months before their request (together with right #1, a “personal information request”); The right to have such information deleted (with exceptions); he right to request that their personal information not be sold to third parties, if applicable; and The right not to be discriminated against because they exercised any of the new rights.]",[ . ] - N/A,.
526,223,coding7_q223,v80_2020,multiselect,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""",[ 0 ] - no mention,0
527,223,coding7_q223,v80_2020,multiselect,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""",[ 1 ] - yes,1
528,223,coding7_q223,v80_2020,multiselect,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""","[ 2 ] - mentions the right but explains why it's not available/not applicable (e.g., firm does not sell information to third parties)",2
529,223,coding7_q223,v80_2020,multiselect,CCPA - Opt Out,"Firm offers the right of opt-out of selling personal information to third parties with a visible, direct link to ""Do Not Sell My Personal Information.""",[ . ] - N/A,.
530,224,coding7_q224,v71_2020,multiselect,GDPR - Notice,PP states that it is GDPR compliant or includes section on GDPR compliance,[ 1 ] - yes,1
531,224,coding7_q224,v71_2020,multiselect,GDPR - Notice,PP states that it is GDPR compliant or includes section on GDPR compliance,[ 0 ] - no or no mention,0
532,225,coding7_q225,v80.2_2020,multiselect,GDPR - Notice,Does PP state it complies with EU-US Safe Harbor Agreement? ,[ 0 ] no,0
533,225,coding7_q225,v80.2_2020,multiselect,GDPR - Notice,Does PP state it complies with EU-US Safe Harbor Agreement? ,[ 1 ] yes,1
534,226,coding7_q226,v80.3_2020,multiselect,GDPR - Notice,Does PP state that GDPR terms apply only and exclusively to EU residents?,[ 0 ] no,0
535,226,coding7_q226,v80.3_2020,multiselect,GDPR - Notice,Does PP state that GDPR terms apply only and exclusively to EU residents?,[ 1 ] yes,1
536,226,coding7_q226,v80.3_2020,multiselect,GDPR - Notice,Does PP state that GDPR terms apply only and exclusively to EU residents?,[ . ] N/A (no GDPR terms),.
537,227,coding7_q227,v81_2020,multiselect,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",[ 0 ] - no,0
538,227,coding7_q227,v81_2020,multiselect,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",[ 1 ] - yes,1
539,227,coding7_q227,v81_2020,multiselect,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",[ . ] - not applicable,.
540,227,coding7_q227,v81_2020,multiselect,GDPR-Automated Processes,"Can users object to processing or automated decision making that could impact them? (This is only applicable if company does profiling or any other automated decision making, such as algorithmic decision making, or any automated decisions that don't involve a human)",[ DND ] - does not disclose,DND
541,228,coding7_q228,v82_2020,multiselect,GDPR-Automated Processes,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",[ 0 ] - no,0
542,228,coding7_q228,v82_2020,multiselect,GDPR-Automated Processes,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",[ 1 ] - yes,1
543,228,coding7_q228,v82_2020,multiselect,GDPR-Automated Processes,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",[ . ] - not applicable,.
544,228,coding7_q228,v82_2020,multiselect,GDPR-Automated Processes,"If firm engages in automated decision making, does it provide meaningful information about the logic involved, or significance/effect of such decisions?",[ DND ] - does not disclose,DND
545,229,coding7_q229,v83_2020,multiselect,COVID ,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",[ 0 ] - no,0
546,229,coding7_q229,v83_2020,multiselect,COVID ,"Does the PP include any terms related to contact tracing, health tracking, or other terms in relationship to COVID?",[ 1 ] - yes,1
