,Question Identifier,Question Text,Company,Policy Instance ID,Policy,Section Identifier,Sentence Identifier,Sentence
1201,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,58,1,"Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analysing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring credit risk, and providing customer service"
1202,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,58,2,"These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes"
1203,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,58,3,"Further, they must process the personal information in accordance with this Privacy Notice and as permitted by applicable data protection laws"
1204,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,72,0,§ What About Third-Party Advertisers and Links to Other Websites?
1205,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,73,0,Amazon Services may include third-party advertising and links to other websites and apps
1206,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,73,1,"Third party advertising partners may collect information about you when you interact with their content, advertising, and services"
1207,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,73,2,"For more information about third-party advertising at Amazon Europe, including interest-based ads, please read our  [Interest-Based Ads notice](https://www.amazon.co.uk/gp/BIT/InternetBasedAds)"
1208,v17_2020,Third party tracking: site allows third parties to place advertisements that may track user behavior?,amazon.co.uk,327,privacy_policy,73,3,"To adjust your advertising preferences, please go to the  [Advertising Preferences](https://www.amazon.co.uk/gp/advertising/oo)  page"
1209,v18_2020,PP identifies third party recipients of shared or sold data? (General question),amazon.co.uk,327,privacy_policy,27,0,§  Controllers of Personal Information
1210,v18_2020,PP identifies third party recipients of shared or sold data? (General question),amazon.co.uk,327,privacy_policy,28,0,"Amazon Europe Core SARL, Amazon EU SARL, Amazon Services Europe SARL and Amazon Media EU SARL, all four at 38 avenue John F"
1211,v18_2020,PP identifies third party recipients of shared or sold data? (General question),amazon.co.uk,327,privacy_policy,28,1,"Kennedy, L-1855, Luxembourg and Amazon Digital UK Limited of 1 Principal Place, Worship Street, London, EC2A 2FA, UK (together ""Amazon Europe"") are data controllers of personal information collected and processed through Amazon Services"
1212,v18_2020,PP identifies third party recipients of shared or sold data? (General question),amazon.co.uk,327,privacy_policy,28,2,Details can be found  [here](#GUID-A440AA65-7F7E-4134-8FA8-842156F43EEE__SECTION_170A673EEFC640B0B3FB12E079D41FD2)
1213,v18_2020,PP identifies third party recipients of shared or sold data? (General question),amazon.co.uk,327,privacy_policy,58,0,• Third Party Service Providers: We employ other companies and individuals to perform functions on our behalf
1214,v28_2020,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,amazon.co.uk,327,privacy_policy,58,0,• Third Party Service Providers: We employ other companies and individuals to perform functions on our behalf
1215,v28_2020,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,amazon.co.uk,327,privacy_policy,58,1,"Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analysing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring credit risk, and providing customer service"
1216,v28_2020,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,amazon.co.uk,327,privacy_policy,58,2,"These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes"
1217,v28_2020,Entity has contract with 3rd parties (excluding processors/service providers)  establishing how disclosed data can be used?,amazon.co.uk,327,privacy_policy,58,3,"Further, they must process the personal information in accordance with this Privacy Notice and as permitted by applicable data protection laws"
1218,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,61,0,"• Other than as set out above, you will receive notice when personal information about you might be shared with third parties and you will have an opportunity to choose not to share the information"
1219,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,86,0,"• When you consent to our processing your personal information for a specified purpose, you may withdraw your consent at any time and we will stop any further processing of your data for that purpose"
1220,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,0,• You will also be able to opt out of certain other types of data processing by updating your settings on the applicable Amazon website (e
1221,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,1,g
1222,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,2,", in ""Manage Your Content and Devices""), device, or application"
1223,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,3,For more information click  [here](https://www.amazon.co.uk/gp/help/customer/display.html?nodeId=GQFYXZHZB2H629WN)
1224,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,4,Most non-Amazon devices also provide users with the ability to change device permissions (e
1225,v31_2020,"What is consent mechanism for sharing/selling PII or sensitive information to entities that aren't service providers (except for the purpose of effecting, administering, or enforcing a transaction, sending future correspondence to user, research, internal database compilation, servicing website)?",amazon.co.uk,327,privacy_policy,87,5,g
